Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
SledovaniTV,DV8220,SledovaniTV,DV8220,2104MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
scbc,tcl_eu,Smart,ATV device,1976MB,TV,Mediatek MT5596,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.2
Smarttech,tamachi,Smart-Tech TV,France,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Smarttech,yeongdeungpo,Smart-Tech TV,Germany,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
SmartLabs,sml5442tw,SmartLabs,SML-5442TW,2085MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
SONIQ,hanyang,Soniq,Soniq android TV,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
SONIQ,osaki,Soniq,Smart TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Sony,BRAVIA_ATV2,Sony,BRAVIA 4K GB,2041MB,TV,Mediatek MT5832,Unknown,1080x1920,320,armeabi;armeabi-v7a,24;26;28,3.2
Sony,BRAVIA_ATV3_2K,Sony,BRAVIA 2K GB ATV3,2041MB,TV,Mediatek MT5832,Unknown,1080x1920,320,armeabi;armeabi-v7a,24;26;28,3.2
Sony,BRAVIA_ATV3_4K,Sony,BRAVIA 4K GB ATV3,2041MB,TV,Mediatek MT5832,Unknown,1080x1920,320,armeabi;armeabi-v7a,24;26;28,3.2
Sony,BRAVIA_UR1_4K,Sony,BRAVIA 4K UR1,3463MB,TV,Mediatek MT5833,3x ARM Mali G71 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
Sony,BRAVIA_UR2_4K,Sony,BRAVIA 4K UR2,2414MB,TV,Mediatek MT5833,3x ARM Mali G71 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
Sony,BRAVIA_UR3,Sony,BRAVIA 4K UR3,2284MB,TV,Mediatek MT5833,3x ARM Mali G71 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
Sony,BRAVIA_VH1,Sony,BRAVIA VH1,3072MB,TV,Mediatek MT5835,3x ARM Mali G52 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Sony,BRAVIA_VH2,Sony,BRAVIA VH2,3054MB,TV,Mediatek MT5835,3x ARM Mali G52 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Sony,BRAVIA_VH21,Sony,BRAVIA VH21,3072MB,TV,Mediatek MT5835,3x ARM Mali G52 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Sony,BRAVIA_VU1,Sony,BRAVIA_VU,2147MB,TV,Realtek RTD2873,ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,28;30,3.2
Sony,BRAVIA_VU1_2K,Sony,BRAVIA_VU2,1610MB,TV,Realtek RTD2873A,2x ARM Mali G31 (700 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Sony,BRAVIA_VU1_4K,Sony,BRAVIA_VU2,2147MB,TV,Realtek RTD2873A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,29;30,3.2
Sony,BRAVIA_VU3_2K,Sony,BRAVIA_VU3,1610MB,TV,Realtek RTD2873A,2x ARM Mali G31 (700 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Sony,BRAVIA_VU3_4K,Sony,BRAVIA_VU3,2147MB,TV,Realtek RTD2873A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Sony,OD0M_EA_T32,Sony,BRAVIA TL2,1453MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),720x1280,213,armeabi;armeabi-v7a,29,3.2
Sony,SVP-DTV15,Sony,BRAVIA 4K 2015,1577MB,TV,Mediatek MT5830,Unknown,1080x1920,320,armeabi;armeabi-v7a,22;24;26,3.1
SriLankaTelecom,DV8040,SriLankaTelecom,DV8040,1029MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
STAR-X,tamachi,Star-X,Middle East,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
STAR-X,yeongdeungpo,Star-X,Middle East,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
StarHub,NVSH800H1,StarHub,StarHub TV+ Box (Innopia),1525MB,TV,Marvell BG5-CT,Imagination Tech PowerVR GE8310 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
StarHub,m393vsb_starhub,StarHub,StarHub TV+ Pro,2009MB,TV,Broadcom BCM72180,Unknown,1080x1920,320,armeabi;armeabi-v7a,30,3.1
STARLIGHT,tamachi,Starlight,Rumania,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
STARLIGHT,yeongdeungpo,Starlight,Rumania,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Steren,INTV_1000,Steren,Steren INTV_1000,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Stofa,IC1130,Stofa,IC1130,1424MB,TV,Broadcom BCM7252S,Unknown,1080x1920,320,armeabi;armeabi-v7a,25,3.0
Stream,DV8555-Altice,Stream,Stream,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
STREAM-SYSTEM,R1,Stream System,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
STREAM-SYSTEM,R2,Stream System,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Strong,LAS,Strong,LEAP-S1,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
STRONG,R1,Strong,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
STRONG,R2,Strong,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Strong,bangbae,Strong,Strong,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Strong,komagome,Strong,Strong,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
STRONG-ZWL,HP40A1,Strong-ZWL,SKWHP40A-ZWL,2085MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
SEI,ST4500,Sumitomo Electric Industries,ST4500,2495MB,TV,Broadcom BCM7278,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
SUNNY,YQB,Sunny,SN01DNGL300,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Swosh,longshan,Swosh,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Swosh,samseong,Swosh,Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Syinix,barking,Syinix,55U51,1610MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Syinix,beaudry,Syinix,43A51,1073MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Syinix,ikebukuro,Syinix,32A1S,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Syinix,samseong,Syinix,55A1S,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
T-Mobile-CZ-Telekom-SK,HY44G,T-Mobile-CZ-Telekom-SK,TV Box HY4403,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
TBC,TATV_8000,TBC (TW),TATV-8000,1660MB,TV,Realtek RTD1611,3x ARM Mali G51 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
TCL,BeyondTV,TCL,Beyond TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28;30,2.0
TCL,BeyondTV4,TCL,G03_4K_GB,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28;30,3.2
TCL,C05,TCL,Smart TV Pro,2862MB,TV,Mediatek t51p,2x ARM Mali G52 (500 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
TCL,C06,TCL,Smart TV,966MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
TCL,G05,TCL,G05_4K_US,2862MB,TV,Mediatek t51p,2x ARM Mali G52 (500 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
TCL,G07,TCL,G07_4K_US_NF,2147MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
TCL,UnionTV,TCL,Union TV,1471MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,26;28,2.0
TCL,tcl,TCL,South America,1979MB,TV,Mediatek MT5596,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.2
SANYO,tcl_eu,TCL,Percee TV,1976MB,TV,Mediatek MT5596,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.2
ALHAFIDH,tcl_eu,TCL,Percee TV,1968MB,TV,Mediatek MT5596,Unknown,1080x1920,320,armeabi;armeabi-v7a,24,3.2
DENKA,tcl_eu,TCL,Percee TV,1968MB,TV,Mediatek MT5596,Unknown,1080x1920,320,armeabi;armeabi-v7a,24,3.2
BPL,tcl_eu,TCL,Percee TV,1976MB,TV,Mediatek MT5596,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.2
CONDOR,tcl_eu,TCL,Percee TV,1968MB,TV,Mediatek MT5596,Unknown,1080x1920,320,armeabi;armeabi-v7a,24,3.2
MICROMAX,tcl_eu,TCL,Percee TV,1976MB,TV,Mediatek MT5596,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.2
TCL,tcl_eu,TCL,Percee TV,1976MB,TV,Mediatek MT5596,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.2
TCL,tcl_sa,TCL,Percee TV,1971MB,TV,Mediatek MT5596,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.2
TDSYSTEMS,redwood,TD SYSTEMS,Android TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
TD_SYSTEMS,tamachi,TD SYSTEMS,Android TV,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
TD_SYSTEMS,yeongdeungpo,TD SYSTEMS,Android TV,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
TECHLIFE,redwood,TECHLIFE,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
TECO,ikebukuro,TECO,K5T,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
TECO,longshan,TECO,Android TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
TECO,samseong,TECO,TL55U12TRE,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
TEKLIO,redwood,TEKLIO,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
TELESYSTEM,UPT24K,TELE System,UPT24K,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
THE-UHD,R2,THE UHD,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Theham,longshan,THEHAM,Android TV,1877MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Theham,sindorim,THEHAM,UHD Android TV ,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
THOMSON_KODAK,LEDTV32HD,THOMSON_KODAK,PATH_7XPRO,1039MB,TV,Amlogic AMLT950X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
THOMSON_KODAK,LEDTVUHD,THOMSON_KODAK,PATH_UHDXANDROID,2104MB,TV,Amlogic AMLT960X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Technicolor,dwt765ti,TIM,TIMvision,1044MB,TV,Marvell BG4-CT,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.2
TIM,m393gena_tim,TIM,TIMVISIONBOX,2780MB,TV,Broadcom BCM72180,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
TIM,m393vsb_tim,TIM,TIMVISION VSB,3014MB,TV,Broadcom BCM72180,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
Technicolor,uzw4010tim,TIM,TIM BOX,1044MB,TV,Marvell BG4-CT,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.2
TIM,uzw4054tim,TIM,TIMVISION Box,2802MB,TV,Broadcom BCM7218,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
TIT,SW4H,TIT(SA),TIT SMART TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Tornado,SW4H,TORNADO,TORNADO Android TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
TVB,A151,TVB,A15,2104MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
TVPLUS,DV6069Y_TVPLUS,TVPLUS,TV PLUS 4K BOX,2087MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
TVUP,HPA12_8GB,TVUp,HP5116,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
TVUp,SEI300T,TVUp,Mediacenter 6G 4K,2088MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
TVision,SEI400TM,TVision,SEI400TM,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
TVision,SEI700TM,TVision,SEI700TM,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
TaipeiNet,HY40A3,Taipeinet,LINKTV01,2085MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
TalkTalk,uzw4054ttg,TalkTalk,TalkTalk TV,1744MB,TV,Broadcom BCM72180,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
TataSky_BingePlus,usw4026tat,TataSky,Tata Sky Binge Plus,1491MB,TV,Broadcom BCM72604,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
Technicolor,dci765ekt,Technicolor,Euskaltel,1054MB,TV,Marvell BG4-CT,Unknown,1080x1920,320,armeabi;armeabi-v7a,24,3.2
Technicolor,dwt765lmt,Technicolor,LMT viedtelevīzijas iekārta,1512MB,TV,Marvell BG4-CT,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.2
Shortcut,dwt765ltt,Technicolor,Shortcut,1054MB,TV,Marvell BG4-CT,Unknown,1080x1920,320,armeabi;armeabi-v7a,24,3.2
AgileTV,dwt765mm,Technicolor,Agile TV,1512MB,TV,Marvell BG4-CT,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.2
WOW,uiw4020wow,Technicolor,WOW! Sapphire,1787MB,TV,Broadcom BCM7271,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
NETBOX,uiw4030dnm,Technicolor,NETBOX,1752MB,TV,Amlogic AMLS905,Unknown,1080x1920,320,armeabi;armeabi-v7a,25,2.0
ElisaElamus,uzw4026ele,Technicolor,Elisa Elamus,1491MB,TV,Broadcom BCM72604,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
Wind,uzw4030wnh,Technicolor,Wind,2084MB,TV,Amlogic AMLS905,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,2.0
CHG_Tv_Hub,uzx8020chm,Technicolor,Tv Hub,1473MB,TV,Broadcom BCM7271,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
Tecnomaster,seocho,Tecnomaster,Tecnomaster,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Tecnomaster,sugamo,Tecnomaster,Tecnomaster,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
TekSavvyTV,DV8219,TekSavvy,TekSavvy_DV8219,2104MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Tele2,SEI700TE,Tele2,Tv Hub Mini,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Telecable,dtiw384,Telecable,tedi,1463MB,TV,Broadcom BCM7252S,Unknown,1080x1920,320,armeabi;armeabi-v7a,25,3.0
TELEFUNKEN,SW4H,Telefunken,TELEFUNKEN SMART TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Telefunken,shibuya,Telefunken,TelefunkenTV,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
TelekomTV,DV8519B-Telekom,TelekomTV,TelekomTV-STB,2085MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
telenet,sti6160d332,Telenet,Tadaam,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Telenor,MediaBox_B866V2,Telenor,MediaBox,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
ARRIS,vip5702w_tn,Telenor,Telenor Mediahubb,1789MB,TV,Broadcom BCM7271,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
Telia,DV8919-KST,Telia,Telia Nordic STB,3140MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Telkom,DV8219,Telkom,TVB-100,1004MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,240,armeabi;armeabi-v7a,25,2.0
Indibox,DV8219,Telkom Indonesia,Telkom  Indonesia,2104MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
TelusCorporation,HMB2213PW22TS,Telus,HMB2213PW22TS,1396MB,TV,Broadcom BCM7252S,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.0
TELUS,uiw4020tlu,Telus,UIW4020TLU,1787MB,TV,Broadcom BCM7271,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
TELUS,uiw4054tlu,Telus,TELUSTV-21T,3787MB,TV,Broadcom BCM7218,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
Technika,ewha,Tesco,Technika,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Tesla,LAS,Tesla,LEAP-S1,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Tesla,SW4H,Tesla,Tesla S906,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Tesla,shinagawa,Tesla,Tesla 2K TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Tesla,tamachi,Tesla,EU,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Tesla,yeongdeungpo,Tesla,EU,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Thomson,LAS,Thomson,LEAP-S1,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
THOMSON,R1,Thomson,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
THOMSON,R2,Thomson,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
THOMSON,ikebukuro,Thomson,32TG6A9,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
THOMSON,samseong,Thomson,50TG7UA9X,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
TINP,DV8219,Tinp,Play TV,2087MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
TINP,DV8330-C,Tinp,HaTV,2088MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
Toshiba,hamamatsucho,Toshiba,fushan_euT,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
TOSHIBA,hamamatsucho,Toshiba,fushan_Toshiba,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Toshiba,laoshan,Toshiba,laoshan_Toshiba,1428MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Toshiba,songshan,Toshiba,V35LK,1877MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Toshiba,taishan,Toshiba,taishan-jpT,2122MB,TV,Mediatek t30,2x ARM Mali G52 (800 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Toshiba,xiaoyushan,Toshiba,xiaoyushan_emT,1917MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
TRANSVISION,SEI500TR,Transvision,SEI500TR,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
Transvision,UHD_I56AD_TRV,Transvision,TRANSVISION-OTT-Box,1415MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Transvision,USB6_IR80,Transvision,Transvision,1514MB,TV,Broadcom BCM72604,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.1
TriaPlay,TriaPlayBox,TriaPlay,TriaPlayBox,2103MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Truevisions,TrueHPH07,True,True ID TV,1944MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
TrueIDTV,SEI600TID,TrueIDTV,T3AMX3,2083MB,TV,Amlogic AMLS905X3,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
TURBO-X,tamachi,Turbo-X,Greece ,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
TURBO-X,yeongdeungpo,Turbo-X,Greek and Bulgarian,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
TVSTAR,seocho,Tvstar,TVSTAR,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
UD,redwood,UD (EU),Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
UNITED,gangbyeon,UNITED TV,4K Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
United,ikebukuro,UNITED TV,LED32HS72A9,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
United,redwood,UNITED TV,Smart TV,962MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
UTVbox,MGV2002_HK,UTVbox,MGV2002_HK,2104MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
UMAX,seocho,Umax,UMAX,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
UMAX,shilin,Umax,Umax,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
unifi-TV,HP40A3,Unifi-TV,unifi-TV,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
KaonMedia,KSTB6020,United Group,KSTB6020,1816MB,TV,Broadcom BCM7268,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
VBox,DTP9539,VBox,XTi,1947MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,3.1
VISIO,SW4H,VISIO,VISIO 4K Android TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
