Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
lge,hg2_iot,LGU+,U+ tv woofer 1.5,987MB,TV,Marvell BG2Q4K,Unknown,720x1280,213,armeabi;armeabi-v7a,26,3.0
lge,tvg2,LGU+,U+ tv UHD,987MB,TV,Marvell BG2Q4K,Unknown,720x1280,213,armeabi;armeabi-v7a,26,3.0
LGE,tvg2a,LGU+,U+tv UHD2,1045MB,TV,Marvell BG4-CT,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.2
Technicolor,uie4027lgu,LGU+,U+tv UHD3,2079MB,TV,Marvell BG5-CT,Imagination Tech PowerVR GE8310 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,26,3.2
LGUplus,ute7057lgu,LGU+,U+tv Soundbar Black,2596MB,TV,Synaptics VS-680,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.2
LGE,woofer2,LGU+,U+tv soundbar,1045MB,TV,Marvell BG4-CT,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.2
LISTO,yeongdeungpo,LISTO,"France, Belgium, Germany, The Netherlands, Italy, Spain, Portugal",1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
eSTREAM4K,SEI500L,LLA,Orion,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
ARRIS,vip6102w,LLA,VIP6102W-LLA,1723MB,TV,Broadcom BCM7271,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
LLOYD,R1,LLOYD,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
LLOYD,R2,LLOYD,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
LUCOMS,R1,LUCOMS,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
LUCOMS,R2,LUCOMS,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
LUCOMS,sindorim,LUCOMS,UHD Android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Letv,X4_40,Le,LeTV X40,2946MB,TV,MStar MSD6A938,Unknown,1080x1920,240,arm64-v8a;armeabi;armeabi-v7a,23,3.0
Letv,DemeterDV,LeTV,uMax85,3792MB,TV,MStar MSD6A938,Unknown,1080x1920,320,arm64-v8a;armeabi;armeabi-v7a,23,3.0
Letv,DemeterUHD,Leeco,"X Serials(X43 Pro, X55, X65)",3055MB,TV,MStar MSD6A938,Unknown,1080x1920,320,arm64-v8a;armeabi;armeabi-v7a,23,3.0
tsutaya,ts201,Life Stick,LifeStick,989MB,TV,Qualcomm APQ8016,Qualcomm Adreno 306 (400 MHz),1080x1920,320,armeabi;armeabi-v7a,25,3.0
LinkNet,DCN88_72604_LN,LinkNet,X1 Prime,1442MB,TV,Broadcom BCM72604,Unknown,720x1280,213,armeabi;armeabi-v7a,26,3.1
LinkNet,DTC2140,LinkNet,X1-Prime-c,1593MB,TV,Realtek RTD1611,3x ARM Mali G51 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
LinkNet,DTC9565,LinkNet,X1-Prime-c,1774MB,TV,HiSilicon hi3796mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
LinkNet,DTP2162,LinkNet,X1-Prime-i,1907MB,TV,Realtek RTD1319B,2x ARM Mali G31 (650 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
LinkNet,DTP9718,LinkNet,X1-Prime-i,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
LinkNet,SH960C-LN,LinkNet,SH960C-LN,1530MB,TV,Broadcom BCM7251S,Unknown,720x1280,213,armeabi;armeabi-v7a,22,3.0
Linsar,bangbae,Linsar,Linsar,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Linsar,komagome,Linsar,Linsar,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Linsar,ueno,Linsar,Smart TV,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
LOGIK,sadang,Logik,LOGIK,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
LOGIK,tabata,Logik,LOGIK,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Logik,ueno,Logik,Smart TV,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
MAG,MAG425A,MAG,MAG425A,1948MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
MAG,MAG500A,MAG,MAG500A,2085MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
MAGICworld,longshan,MAGICworld,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
MEO,DIW3930-MEO,MEO(Portugal),MEOBox 4K,2718MB,TV,Broadcom BCM72180,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
MEO,DV8555-MEO,MEO(Portugal),MEO TV Box 4K,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
MGS,bangbae,MGS,MGS,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
MGS,komagome,MGS,MGS,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
MINIX,DV8553,MINIX,MINIX NEO T5,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
MIRAY,R1,MIRAY,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
MIRAY,R2,MIRAY,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
MNC_NOW,HP40A3,MNC NOW,CYBORG001,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
MundoPacifico,S2000,MTC,chile,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Infiniton,bangbae,MTC,Infiniton,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Infiniton,komagome,MTC,Infiniton,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
ENTV,seocho,MTC,ENTV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Hansung,seocho,MTC,Hansung,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
SmartEver,seocho,MTC,SmartEver,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
DWSUMMUS,seocho,MTC,MTC,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Posfic,seocho,MTC,MTC,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
WasabiMango,seocho,MTC,MTC,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
SmartEver,shilin,MTC,SmartEver,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
MTS,B866_MTS_IPTV,MTS (RU),B866,2104MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
MTS,B866_MTS_OTT,MTS (RU),B866,2104MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
MTS,DV8304C,MTS (RU),DV8304-C,2086MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
MULTYNET,tamachi,MULTYNET,Pakistan,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
MULTYNET,yeongdeungpo,MULTYNET,Pakistan,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Magenta-TV,HY44G,Magenta TV,TV box,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
MagentaTV,HY44G,Magenta TV,MagentaTV ONE,3948MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
MagentaTV,DV6067Y,MagentaTV,OTT-G1,2087MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28;29,3.2
Magenta-TV,DV6067Y_TVStick,MagentaTV,DV6067Y-T,2087MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
MARQ,DV6067H,MarQ,DV6067H,1029MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
MarQ,bangbae,MarQ,MarQ,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
MarQ,komagome,MarQ,MarQ,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
MARCEL,tamachi,Marcel,EU,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
MASTER-G,R1,Master-G,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
MASTER-G,R2,Master-G,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
MASTER-G,martin,Master-G,"Chile,Bolivia,Peru",962MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
MASTER-G,patrick,Master-G,"Chile, Bolivia,Peru,Argentina",1829MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
MauritiusTelecom,HY44G,MauritiusTelcom,HP4411,2087MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
MauritiusTelcom,MTIPTVBox,MauritiusTelcom,HE2704,1952MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
MECOOL,KA2,Mecool,KA2,2087MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
MECOOL,KD1,Mecool,KD1,2084MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
MECOOL,KD2,Mecool,KD2,3947MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
MECOOL,KM1,Mecool,KM1,3953MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
MECOOL,KM3,Mecool,KM3,3987MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
